destinations.tunisia.services[1],Serveis multisetmanals en contenidors i remolcs complets als principals ports tunisians,,
destinations.tunisia.services[2],"Possibilitat de carregar mercaderies perilloses completes i en grupatge, material rodant i càrregues excepcionals",,agrupatge
destinations.tunisia.services[3],Possibilitat de lliuraments porta a porta a tot Tunísia,,
destinations.tunisia.services[4],Temps de trànsit molt ràpids,,
destinations.tunisia.services[5],Assegurança a tot risc a petició,,
destinations.tunisia.cta,Demana una cotització,,
nav.home,Inici,,
nav.services,Serveis,,
nav.destinations,Destinacions,,
nav.scopri,Descobreix,,
nav.contacts,Contactes,,
nav.about,Qui som,,
nav.news,Notícies,,
nav.mondo,Món,,
nav.tunisia,Tunísia,,
nav.algeria,Algèria,,
nav.marocco,Marroc,,
nav.libia,Líbia i Mauritània,,
nav.mauritania,Mauritània,,
home.hero.title,BONGIORN TRANSPORTS,,Bongiorno
home.hero.subtitle,Transport internacional,,
home.hero.claim,"Des de 1985 connectem amb dedicació i cura els principals ports europeus de la Mediterrània amb el Magrib: Tunísia, Algèria i el Marroc en primer lloc, però també moltes altres destinacions, servint cada any a més de 60 països de tot el món.",,
home.hero.ctas[0].href,#129837,,
home.hero.ctas[0].label,Demana una cotització,,
home.hero.ctas[1].href,/contactes,,
home.hero.ctas[1].label,Contacta'ns,,
home.intro[0],"Els nostres serveis cap als ports del nord d'Àfrica estan estructurats per garantir unes condicions de transport particularment favorables, però sobretot per guiar i ajudar els operadors en totes les fases que precedeixen els enviaments i portar-los a una conclusió d'èxit.",,
home.intro[1],És la nostra presència diària a l'àrea el que ens permet estar sempre actualitzats sobre els procediments i les regulacions que canvien amb freqüència en aquests mercats.  Per assolir aquest objectiu hem invertit molt en les estructures i persones que ens permetin fer-les funcionar de manera dinàmica i eficaç.,,
home.intro[2],"Estem presents a Tunísia als tres ports principals. Tunísia, Sousse i Sfax. A Algèria, la nostra oficina d'Alger gestiona i garanteix les operacions a tots els ports algerians. Al Marroc aprofitem una relació d'agència consolidada que, amb el temps, ens ha permès créixer i donar solidesa i fiabilitat als nostres serveis.",,
home.intro[3],"T.I.Bongiorno Espanya,S.L.U. i Bongiorno France completen la nostra estructura, permetent donar cobertura a tots els principals canals de trànsit que, des d'Europa, desemboquen a la Mediterrània amb destinació a les destinacions del nord d'Àfrica.",,
home.intro[4],"Les nostres consignes: Puntualitat, Disponibilitat i Reactivitat per afrontar eficaçment tots els possibles imprevistos.",,
home.intro[5],Estem preparats per ser el vostre soci de confiança per a qualsevol transport al nord d'Àfrica i més enllà.,,
home.destinations.title,Destinacions de Transport Nord d'Àfrica-Magreb,,
home.destinations.items[0].title,Transport Tunísia,,
home.destinations.items[0].text,Al nostre ADN des dels orígens. La nostra línia històrica des del 1985.,,
home.destinations.items[0].image,/img/tunisia.webp,,
home.destinations.items[0].href,/túnsia,,
home.destinations.items[1].title,Transport Algèria,,
home.destinations.items[1].text,Gran país on creiem i invertim construint serveis a mida.,,
home.destinations.items[1].image,/img/algeria.webp,,
home.destinations.items[1].href,/algèria,,
home.destinations.items[2].title,Transport Marroc,,
home.destinations.items[2].text,Acompanyem la teva mercaderia fins a la porta del teu client. Del desert als cims de l'Atlas.,,
home.destinations.items[2].image,/img/marocco.webp,,
home.destinations.items[2].href,/marroc,,
home.destinations.items[3].title,Líbia i Mauritània,,
home.destinations.items[3].text,La cobertura total del Magrib també ens porta fins aquí. Amb la mateixa cura i atenció.,,
home.destinations.items[3].image,/img/libia.webp,,
home.destinations.items[3].href,/líbia,,
home.destinations.items[4].title,Transport Món,,
home.destinations.items[4].text,Gràcies als nostres partners certificats WCA arribem a tot arreu amb les màximes garanties.,,
home.destinations.items[4].image,/img/mondo.webp,,
home.destinations.items[4].href,/món,,
home.services.title,Serveis,,
home.services.intro[0],La teva confiança és el motor dels nostres transports. Esperem poder demostrar-te que superarem les teves expectatives. Trieu les nostres solucions de transport i descobriu el veritable significat d'un servei d'enviament de primera classe.,,
home.services.items[0].title,Transport en Grupatge,,d'agrupatge
home.services.items[0].description,Confiar en els que saben gestionar els petits i mitjans enviaments amb la cura i la rapidesa adequats és de vital importància per no interrompre mai l'activitat productiva o comercial.,,
home.services.items[1].title,Transport excepcional i Project Càrrec,,Projet Cargo 
home.services.items[1].description,"Un tipus de transport que requereix no només un profund coneixement, sinó també un estudi detingut de les rutes, normatives i característiques de les mercaderies i dels territoris on es realitzen els enviaments.",,
home.services.items[2].title,Serveis Full Containers,,
home.services.items[2].description,"Freqüències i temps de trànsit extremadament ràpids, disponibilitat d'espai a bord dels vaixells i una gran varietat de tipus de contenidors per satisfer les necessitats més variades.",,
home.services.items[3].title,Segur ''Tot Risc'',,Assegurança a tot risc
home.services.items[3].description,Per a aquells que mai no volen deixar res a l'atzar. Una pòlissa de seguretat que protegeix contra qualsevol risc durant el transport. La clau per a una expedició pacífica. La nostra sòlida pòlissa “tot risc” està disponible prèvia sol·licitud.,,
home.content.title,No som només transitaris,,
home.content.intro1,"Entenem que el món de la logística pot ser complex, però som aquí per posar-t'ho més fàcil.",,
home.content.intro2,Què ens diferencia dels altres? La nostra missió és aconseguir que la seva mercaderia arribi a destinació en perfectes condicions i en el menor temps possible.,,
home.content.intro3,Estem orgullosos d'haver creat al llarg del temps serveis especialitzats que ens permeten gestionar els enviaments al Magrib i altres zones geogràfiques amb una estructura única i sòlida.,,
home.content.intro4,"Des que la mercaderia surt per la porta de l'exportador fins que es posa a la disposició de l'importador, controlem cada pas gràcies a la formació del nostre personal, capaç de comprendre plenament la dinàmica i operativa que comporta el transport internacional. Mantenir-nos al corrent de les innovacions i canvis que fan cada cop més dinàmic el nostre negoci.",,
home.content.intro5,El nostre objectiu és guanyar-nos la confiança dels nostres clients demostrant que treballem incansablement per un creixement continu.,,
home.content.blocks[0].title,Som els veritables protagonistes del teu transport,,
home.content.blocks[0].text1,Escollir Bongiorno significa triar seguretat i eficiència.,,
home.content.blocks[0].text2,Confia en nosaltres per a tots els teus enviaments internacionals i descobreix com fem del transport de mercaderies una experiència tranquil·la.,,
home.content.blocks[0].text3,"La qualificació d'operador OEA i la certificació ISO 9001:2015 de casa mare a Itàlia, a més de la participació a la xarxa WCA són garantia que la nostra qualitat de servei és veritablement el que tenim l'honor d'oferir amb orgull.",,
home.content.blocks[0].text4,"Per brindar tranquil·litat als nostres clients, també oferim una pòlissa opcional “Tot Risc”, que cobreix la suma total de la factura de venda. Passi el que passi durant el transport, sempre estarà segur.",,
home.content.blocks[0].alt,Camions i contenidors a la carretera,,
home.quality.title,"La nostra qualitat, certificada i reconeguda",,
home.quality.text1,"La Bongiorno Italia (Bongiorno SRL) el 2014 va obtenir l'estatus d'OEA per a operacions duaneres, cosa que té una enorme importància perquè permet més rapidesa en els enviaments, més comunicació entre les parts de la cadena de subministrament i menys problemes de seguretat. És el resultat d'un procediment minuciós de verificació per part de l'Agència de Duanes i Monopolis italiana i és d'interès per als qui confien en els nostres serveis. A això s'hi afegeix la certificació ISO 9001, que Bongiorno SRL té des de fa molts anys i que és una garantia més de qualitat per als nostres clients.",,
home.quality.text2,Consulteu aquí la nostra política de qualitat.,,
home.sedi.title,Les Oficines,,
home.sedi.intro1,Gràcies a la presència de personal propi i oficines a cinc països mediterranis podem gestionar els enviaments cap ai des del Magrib amb la competència de qui viu la dinàmica diària en canvi constant d'aquesta zona i amb la rapidesa de qui coneix els problemes.,,
home.sedi.intro2,Garantim intervencions immediates i directes per trobar la millor solució que porti sempre a bon port cada enviament.,,
home.sedi.intro3,"A més, l'elecció de socis certificats per la WCA ens permet comptar amb un suport altament professional i generalitzat a qualsevol lloc del món. Per no deixar res a l'atzar.",,
home.sedi.contactLabel,Contacta'ns,,
home.sedi.globalTitle,Bongiorn al món,,Bongiorno
home.sedi.globalText,"El caràcter internacional del nostre negoci i el nostre creixement continu ens han portat a ampliar els nostres serveis més enllà de les fronteres dels països on ja estem establerts i des de fa temps gràcies al valuós suport i ajuda de la xarxa d'agències que ens proporciona l'Aliança Mundial del Comerç, de la qual som membres des del 2009.",,
home.sedi.globalContact,Contacta'ns,,
home.sedi.locations[0].name,Bongiorno Itàlia,,
home.sedi.locations[0].flag,/img/banderes/ca.svg,,
home.sedi.locations[0].description[0],"Fundada el 1985, Bongiorno srl és la nostra empresa matriu.",,
home.sedi.locations[0].description[1],"Amb seu a Gallarate, a 5 minuts de l'aeroport de Milà Malpensa, és el punt de confluència de les principals línies de trànsit procedents de les regions industrials del centre-nord d'Itàlia.",,
home.sedi.locations[0].description[2],La proximitat als principals ports comercials del nord de la Mediterrània ens situa en una posició privilegiada per garantir una rapidesa i una eficàcia extrema en l'execució dels mandats de transport.,,
home.sedi.locations[0].contactUrl,#,,
home.sedi.locations[1].name,Bongiorno Espanya,,
home.sedi.locations[1].flag,/img/banderes/ca.svg,,
home.sedi.locations[1].description[0],"Amb seu a Barcelona i plataformes logístiques estratègiques a Espanya i Portugal, la nostra seu a Espanya és capaç de garantir un servei precís i estès des de i cap a tota la Península Ibèrica i representa avui per al grup un punt de importància fonamental en el desenvolupament del trànsit cap al nord d'Àfrica.",,
home.sedi.locations[1].description[1],"Avui dia, Bongiorno España representa, per al grup, una referència fonamental en el desenvolupament del comerç cap al nord d'Àfrica.",,
home.sedi.locations[1].contactUrl,#,,
home.sedi.locations[2].name,Bongiorno França,,
home.sedi.locations[2].flag,/img/banderes/fr.svg,,
home.sedi.locations[2].description[0],"La nostra seu es troba a Marsella, a la principal via d'accés a la ciutat ia 1 km del port, punt estratègic per a l'activitat marítima cap als ports del Magrib i de tota la Mediterrània.",,
home.sedi.locations[2].description[1],"També disposem de plataformes logístiques a les zones més sensibles (Regió de París, Regió de Lió, Nord de França). Els nostres serveis de transport per carretera també ens permeten donar servei a gran part d'Alemanya i tot el territori belga i holandès.",,
home.sedi.locations[2].contactUrl,#,,
home.sedi.locations[3].name,Bongiorno Tunísia,,
home.sedi.locations[3].flag,/img/banderes/tn.svg,,
home.sedi.locations[3].description[0],Representa la nostra primera base comercial i operativa al nord d'Àfrica. L'estructura operativa de què disposa Bongiorno Tunísia es considera actualment una de les realitats més importants del sector del transport a Tunísia.,,
home.sedi.locations[3].description[1],"Utilitzem tres terminals de contenidors amb dipòsits duaners als principals ports tunisians (Rades, Sousse i Sfax) que ens permeten satisfer les necessitats de tots els operadors econòmics tunisians per a qualsevol tipus de transport.",,
home.sedi.locations[3].contactUrl,#,,
home.sedi.locations[4].name,Bongiorno Algèria,,
home.sedi.locations[4].flag,/img/banderes/dz.svg,,
home.sedi.locations[4].description[0],Algèria és un país en ple desenvolupament econòmic i una realitat que cada cop té més pes a l'escena internacional.,,
home.sedi.locations[4].description[1],"Per això creem Bongiorno Algérie a principis dels anys 2000, creient que la nostra experiència i professionalitat podrien ser una eina útil i apreciada pels operadors algerians i europeus per al desenvolupament de les seves activitats.",,
home.sedi.locations[4].contactUrl,#,,
home.sedi.locations[5].name,Bongiorn al Món,,Bongiorno
home.sedi.locations[5].flag,/img/banderes/dz.svg,,
home.sedi.locations[5].description[0],El caràcter internacional del nostre negoci i el creixement continu ens han portat a expandir els nostres serveis més enllà de les fronteres dels països on ja estem establerts i consolidats des de fa algun temps gràcies al valuós suport i ajuda de la xarxa d'agències garantida pel World Trade Alliance (WCA) de la qual som membres des del 2009.,,
home.sedi.locations[5].contactUrl,#,,
quote.title,Demana una cotització,,
quote.id,129837,,
